country,status,life_expectancy,adult_mortality,Alcohol,healthcoverage_percent,Hepatitis_B,BMI,Polio,total_expenditure,Diphtheria,GDP,Schooling,vaccine_total,vaccine_coverage_over_ave
Ecuador,Developing,74.6,139,3.76,197.9303077,93,49.3,94,5.66,96,4274.95265,13,283,1
Ecuador,Developing,74.7,14,3.63,19.60467787,94,48.6,95,5.94,96,359.71886,12.9,285,1
Ecuador,Developing,74.4,144,3.52,19.13983284,96,47.9,92,5.86,96,335.786541,12.8,284,1
Ecuador,Developing,74.2,151,3.54,18.09317114,92,47.2,89,5.87,92,321.942547,12.8,273,1
Ecuador,Developing,74.4,148,3.65,16.37920405,88,46.5,9,6.22,88,278.557892,12.7,185,0
Ecuador,Developing,74.4,151,3.69,18.26183281,82,45.8,97,6.46,87,244.46898,12.6,266,1
Ecuador,Developing,73.6,157,3.88,187.3843511,75,45.1,88,4.62,88,2183.966796,12.5,251,1
Ecuador,Developing,73.4,158,4.13,14.5887403,69,44.3,9,3.86,89,193.741571,12.4,167,0
Ecuador,Developing,72.8,163,3.99,84.17527008,36,43.6,83,3.38,87,1451.29776,12.4,206,0
El Salvador,Developing,73.3,181,2.52,665.7260253,93,55.4,93,6.77,94,3988.771871,13.2,280,1
El Salvador,Developing,73,184,2.42,653.6925016,92,54.7,92,6.95,92,3895.664491,13.2,276,1
El Salvador,Developing,73,181,2.48,591.7757569,92,54.1,93,6.7,92,3827.786267,13.2,277,1
El Salvador,Developing,72,197,2.37,549.2783081,89,53.4,9,6.81,89,3736.58713,13,187,0
El Salvador,Developing,72,191,2.36,469.3904193,89,52.8,89,6.91,89,3474.392445,12.9,267,1
El Salvador,Developing,71.4,23,2.55,416.4338399,91,52.1,91,6.83,91,3366.482133,12.8,273,1
El Salvador,Developing,71.7,194,2.68,53.95949877,98,51.4,98,6.21,98,357.347674,13.4,294,1
El Salvador,Developing,71.2,23,2.83,52.30172215,99,5.8,99,6.32,99,334.83817,12.9,297,1
El Salvador,Developing,75,211,2.77,57.74562629,96,5.1,96,6.68,96,362.951768,12.9,288,1
El Salvador,Developing,71,213,2.77,440.6027042,89,49.4,89,7.19,89,2835.281237,12.7,267,1
El Salvador,Developing,70,215,2.9,398.6058322,9,48.6,9,7.3,9,2632.79942,12.4,27,0
El Salvador,Developing,69.9,29,3.1,400.1342971,94,47.8,93,7.61,94,2519.737387,12,281,1
El Salvador,Developing,73,24,2.97,29.68529375,81,47,81,7.9,81,248.4125,11.8,243,0
El Salvador,Developing,68.9,219,2.88,332.1056586,75,46.2,94,8.2,92,2338.772244,11.6,261,1
El Salvador,Developing,69,218,2.79,353.6690328,99,45.3,98,8.17,99,2238.4116,11.3,296,1
Equatorial Guinea,Developing,57.9,32,0.01,13.40477417,2,24,24,3.8,2,192.59733,9.2,28,0
Eritrea,Developing,62.9,286,0.62,20.97991915,96,16.5,96,3.6,96,582.775532,5,288,1
Eritrea,Developing,62.1,298,0.61,17.35739784,9,16,9,3.24,9,482.14994,5.1,27,0
Eritrea,Developing,61.4,311,0.63,1.575160196,92,15.5,92,3.3,92,43.7544499,5.2,276,1
Eritrea,Developing,67,322,0.49,11.76572311,94,15.1,94,3.69,94,326.825642,5.2,282,1
Eritrea,Developing,62,329,1.23,11.42385961,91,14.7,91,3.29,91,317.3294336,5.3,273,1
Eritrea,Developing,59.7,336,0.97,10.60269773,94,14.3,94,3.3,94,297.828588,5.3,282,1
Eritrea,Developing,59.4,34,1.07,5.064688968,96,13.9,96,2.97,96,276.75896,5.4,288,1
Eritrea,Developing,59.1,342,0.64,10.26097341,84,13.6,98,3.14,98,287.4222243,5,280,1
Eritrea,Developing,58.8,343,0.56,6.913998013,91,13.3,95,3.5,93,232.7945459,4.7,279,1
Eritrea,Developing,58.5,343,0.83,0.703132179,86,13.1,92,4.2,9,21.7687981,4.4,187,0
Estonia,Developing,77.3,122,0.01,2700.07305,93,59.4,93,6.38,93,19941.45532,16.5,279,1
Estonia,Developing,76.9,127,0.01,261.2914808,93,59,94,6.48,94,1929.7746,16.5,281,1
Estonia,Developing,76.3,135,0.01,2263.103797,94,58.5,94,6.36,94,17421.8922,16.5,282,1
Estonia,Developing,76.1,138,0.01,2146.945741,94,58,93,5.83,93,17454.84342,16.4,280,1
Estonia,Developing,75.6,137,14.97,1802.017593,94,57.6,94,6.25,94,14638.6482,16.2,282,1
Estonia,Developing,74.9,156,15.04,1717.088711,95,57.1,95,6.93,95,14726.31828,16.1,285,1
Estonia,Developing,74.2,167,16.99,225.0723618,94,56.7,95,6.6,95,1894.5485,16.1,284,1
Estonia,Developing,73,189,17.87,1904.12469,95,56.3,95,5.16,95,16586.452,16.1,285,1
Estonia,Developing,73,188,16.58,244.3510801,95,55.9,95,5.1,95,12595.4165,16.1,285,1
Estonia,Developing,72.8,189,15.52,153.5045263,95,55.5,96,5.2,96,1338.31322,15.9,287,1
Estonia,Developing,72.3,195,15.07,101.1201161,9,55.2,95,5.13,94,885.465115,15.7,198,0
Ethiopia,Developing,64.2,234,0.01,89.95805845,77,17.2,75,4.88,77,571.1622759,8.4,229,0
Ethiopia,Developing,63.7,237,1.86,8.313282039,72,16.8,7,5.19,72,52.1535887,8.4,151,0
Ethiopia,Developing,63.3,241,1.84,86.82551124,69,16.4,7,5.77,69,468.567249,8.4,145,0
Ethiopia,Developing,62.6,249,1.32,67.77565369,65,16,7,6.55,65,354.8463544,8.2,137,0
Ethiopia,Developing,61.8,261,1.34,67.73374413,62,15.6,69,6.86,61,341.39992,8.1,192,0
Ethiopia,Developing,68,274,1.17,53.77354001,56,15.3,65,4.41,58,379.7566385,8.1,179,0
Ethiopia,Developing,59.8,289,1.13,38.55783268,52,14.9,63,4.28,54,325.3825543,7.6,169,0
Ethiopia,Developing,58.5,39,1.06,30.46451811,47,14.5,61,4.69,5,243.326822,7.1,113,0
Fiji,Developing,69.7,19,0.01,50.539484,99,61.9,99,4.49,99,546.3728,15.2,297,1
Fiji,Developing,69.6,192,0.01,460.6487805,99,61.1,99,4.26,99,4763.68956,15,297,1
Fiji,Developing,69.4,195,0.01,431.4854874,99,6.2,99,4.16,99,4546.73854,14.9,297,1
Fiji,Developing,69.2,197,0.01,401.7931045,99,59.5,99,4.6,99,4353.121392,14.7,297,1
Fiji,Developing,69.1,2,2.25,62.08343533,99,58.7,99,4.23,99,3651.966784,14.6,297,1
Fiji,Developing,68.9,23,2.31,60.65068446,99,58,99,4.26,99,3369.48247,14.5,297,1
Fiji,Developing,68.7,26,1.95,81.04656111,99,57.3,99,3.68,99,4177.657789,14.3,297,1
Fiji,Developing,68.6,29,2.09,5.889526221,99,56.6,99,3.74,99,478.82327,14.2,297,1
Fiji,Developing,68.5,211,2.06,52.1241634,99,55.9,98,3.84,98,3749.939813,14,295,1
Fiji,Developing,68.3,214,2.02,64.39203443,99,55.1,97,3.61,96,3658.63832,13.9,292,1
Fiji,Developing,68.1,218,1.63,43.99452464,99,54.2,96,3.61,95,3332.918533,13.4,290,1
Fiji,Developing,68,22,1.76,253.8196705,99,53.2,95,3.35,94,2835.973972,13.3,288,1
Fiji,Developing,67.9,22,1.85,206.071686,99,52.2,94,3.48,93,2259.55796,13.3,286,1
Fiji,Developing,67.8,221,1.93,20.7119129,98,51.2,92,3.28,91,238.891729,13.2,281,1
Fiji,Developing,67.7,221,2.05,31.25834616,98,5.2,91,3.87,9,276.1338,13.1,198,0
France,Developing,82.2,79,11.5,6739.677606,83,62,98,11.54,98,42955.24287,16.2,279,1
France,Developing,82,81,11.1,6646.953935,74,61.6,99,11.56,99,42554.1225,16.2,272,1
France,Developing,81.5,83,11.5,751.3793553,78,61.1,99,11.44,99,4838.2444,16.1,276,1
France,Developing,81.7,83,11.8,683.9190568,74,6.6,99,11.33,99,4381.288,16.1,272,1
France,Developing,81.3,86,11.7,72.8001211,65,6.1,99,11.2,99,473.34279,16,263,1
France,Developing,81.1,88,11.8,6415.35735,51,59.6,98,11.28,98,41631.13141,16,247,0
France,Developing,89,88,11.9,7002.785925,47,59.1,98,1.57,98,45413.6571,16.1,243,0
France,Developing,89,89,12.2,64.73714894,42,58.6,99,1.45,98,416.58397,16.1,239,0
France,Developing,86,92,12.4,5689.991931,39,58,99,1.53,99,36544.5853,16.1,237,0
France,Developing,81,93,12.2,5451.701225,35,57.5,98,1.6,98,34879.72633,15.5,231,0
France,Developing,82,94,13.18,5291.234786,35,57,99,1.53,98,33874.74255,15.5,232,0
France,Developing,79.3,99,13.49,4572.441963,28,56.4,96,1.43,97,29691.18158,15.4,221,0
France,Developing,79.2,11,13.78,3779.655273,29,55.8,97,1.22,97,24275.2426,15.5,223,0
France,Developing,79,13,13.89,3451.185079,28,55.2,98,9.89,97,22527.31775,15.6,223,0
France,Developing,78.8,13,13.63,3410.284431,26,54.6,98,9.77,97,22465.64184,15.7,221,0
Gabon,Developing,65.5,237,0.01,715.2816939,7,35.8,68,3.44,7,9692.163874,12.6,82,0
Gabon,Developing,64.6,255,8.86,154.8758879,79,35.2,77,3.98,79,9679.742995,12.5,235,0
Gabon,Developing,63.5,276,8.3,805.3925284,82,34.6,8,3.13,82,9774.18117,12.5,172,0
Gabon,Developing,62.8,289,8.9,133.5223672,75,34.1,75,3.12,75,1716.2258,12.5,225,0
Gabon,Developing,62.3,294,8.85,145.318282,67,33.5,68,3.41,67,8754.113376,12.5,202,0
Gabon,Developing,61.7,31,8.64,52.31086276,79,33,74,3.43,76,763.66223,12.4,229,0
Gabon,Developing,61.6,298,8.75,11.05422474,82,32.4,81,2.54,82,194.2746,12.4,245,0
Gabon,Developing,61.6,291,9.02,545.4389573,75,31.9,78,2.86,81,8352.81711,12.4,234,0
Gabon,Developing,61.4,288,8.01,40.53719812,52,31.4,44,2.88,45,727.777345,12.4,141,0
Gabon,Developing,65,37,7.72,353.2438029,28,3.8,44,2.76,45,6741.2939479999995,12.4,117,0
Georgia,Developing,74.5,125,6.13,221.482875,91,55.3,91,7.42,91,4429.6575,13.5,273,1
Georgia,Developing,74.5,128,5.91,180.3787034,96,54.4,94,7.25,93,4274.376857,13.5,283,1
Georgia,Developing,74.2,13,7.71,158.2576025,92,53.6,93,8.57,92,4142.869175,13.4,277,1
Georgia,Developing,73.9,127,8.14,198.94876,89,52.8,88,9.38,94,3725.63221,13.3,271,1
Georgia,Developing,73.8,132,7.24,194.1732658,95,52,88,1.5,92,2964.47734,13.3,275,1
Georgia,Developing,73.2,133,6.66,18.5314303,54,51.3,93,1.19,88,276.588512,12.8,235,0
Georgia,Developing,73.9,128,7.17,151.762567,89,5.5,9,8.99,92,3174.9491,13.1,190,0
Georgia,Developing,74.4,12,8.65,106.164686,94,49.9,88,8.17,98,2492.12878,12.5,280,1
Georgia,Developing,73.9,126,6.18,110.1138286,84,49.2,89,8.39,88,1872.68416,12.6,261,1
Georgia,Developing,73.9,128,4.7,9.444875415,79,48.6,82,8.6,82,153.57521,12.2,243,0
Georgia,Developing,72.3,134,3.74,7.132564768,64,48.1,66,8.53,78,127.367228,12,208,0
Georgia,Developing,72.7,132,3.36,70.54185252,48,47.5,74,8.49,75,928.18227,11.8,197,0
Georgia,Developing,71.7,142,2.72,60.55818291,51,47,89,8.72,84,779.3845935,11.8,224,0
Georgia,Developing,73,121,2.76,57.10318825,61,46.5,83,7.82,87,733.974142,11.7,231,0
Georgia,Developing,71.8,129,3.28,47.81704183,55,46,81,6.94,8,691.997711,11.4,144,0
Germany,Developed,89,69,11.03,941.7562909,88,61.9,94,11.3,95,4792.65288,17,277,1
Germany,Developed,86,71,10.94,895.8779503,88,61.4,94,11.16,95,4653.91143,16.9,277,1
Germany,Developed,86,71,11.18,839.91332,88,6.9,94,1.99,95,4465.24891,16.9,277,1
Germany,Developed,85,74,11.2,869.790735,88,6.4,94,1.93,95,4681.32796,16.8,277,1
Germany,Developed,81,76,11.2,7584.078579,88,59.9,94,11.25,95,41785.55691,16.7,277,1
Germany,Developed,80,79,11.22,7641.270645,88,59.5,95,11.4,96,41732.7725,16.7,279,1
Germany,Developed,79.9,8,11.36,8285.264655,87,59,95,1.39,96,45699.19832,16.6,278,1
Germany,Developed,79.8,82,11.5,7777.556353,86,58.5,95,1.18,96,41814.8191,16.6,277,1
Germany,Developed,79.6,84,11.76,6407.535954,87,58,94,1.34,96,36447.87232,16.5,277,1
Germany,Developed,79.2,85,11.67,6012.92584,9,57.6,95,1.52,96,34696.6292,16.4,200,0
Germany,Developed,79.1,86,11.83,5842.374765,88,57.1,96,1.37,96,34165.9343,16.4,280,1
Germany,Developed,78.5,9,11.92,582.6157028,9,56.6,96,1.62,97,3359.95215,16.3,202,0
Germany,Developed,78.4,91,12.25,437.1059663,87,56.1,97,1.4,93,2525.16445,16.3,277,1
Germany,Developed,78.3,92,12.46,4057.6373830000002,86,55.6,96,1.15,93,23687.31689,16.2,275,1
Germany,Developed,78,95,12.91,4238.540035,84,55.1,94,1.1,9,23718.7467,16.2,187,0
Ghana,Developing,62.1,253,0.01,97.67794571,98,28,93,3.56,98,1432.227943,11.7,289,1
Ghana,Developing,61.9,254,0.01,28.66897829,9,27.3,91,4.63,9,1814.492297,11.5,109,0
Ghana,Developing,61.6,257,0.01,151.899429,92,26.7,91,4.79,92,1629.8222,11.2,275,1
Ghana,Developing,61.2,263,1.64,225.2219474,91,26.1,91,4.81,91,1574.978653,10.9,273,1
Ghana,Developing,69,267,1.69,195.9824626,94,25.5,94,5.33,94,1312.67557,10.5,282,1
Ghana,Developing,66,271,1.76,30.72290501,94,24.9,94,5.17,94,186.76538,10.4,282,1
Ghana,Developing,63,275,1.78,161.0106435,93,24.2,92,4.85,93,1224.41554,9.8,278,1
Ghana,Developing,59.9,28,1.25,3.181373629,94,23.6,94,5.3,94,19.686718,9.1,282,1
Ghana,Developing,59.4,288,1.7,129.0263364,84,23,84,4.64,84,922.9351677,8.7,252,1
Ghana,Developing,58.9,296,1.5,78.71123825,84,22.4,85,4.51,84,498.172394,8.1,253,1
Ghana,Developing,58.3,34,1.46,53.23775977,8,21.8,81,3.96,8,423.1936389,7.7,97,0
Ghana,Developing,57.9,38,1.53,31.09435342,8,21.2,8,3.12,8,373.2815537,7.9,24,0
Ghana,Developing,57.6,31,1.6,3.336437969,8,2.7,8,3.7,78,39.484473,7.6,94,0
Greece,Developing,88,73,7.53,2163.043414,96,66,99,8.8,99,21673.7817,17.2,294,1
Greece,Developing,86,74,7.46,2183.106986,98,65.4,99,9.26,99,21874.8195,17.1,296,1
Greece,Developing,84,76,8.2,2528.992935,98,64.9,99,9.24,99,22242.68193,16.8,296,1
Greece,Developing,85,76,8.02,3192.887363,95,64.3,99,9.77,99,25916.29353,16.7,293,1
Greece,Developing,83,76,9,3189.754439,95,63.7,99,9.18,99,26917.75898,16.4,293,1
Greece,Developing,80,78,9.08,372.6854142,95,63.1,99,9.76,99,2971.973,16.2,293,1
Greece,Developing,79.9,77,9.51,3682.88717,95,62.4,99,9.76,99,31997.2821,15.9,293,1
Greece,Developing,79.4,8,9.67,3632.243121,95,61.8,99,9.41,99,28827.32636,16.4,293,1
Greece,Developing,79.7,77,9.42,318.5806628,94,61.2,98,9.34,98,2481.15781,16.3,290,1
Greece,Developing,79.3,81,9.95,2785.139364,93,6.5,96,9.36,96,22551.73574,15.6,285,1
Greece,Developing,79.2,81,9.56,287.6124519,92,59.9,95,8.3,95,21955.149,15.3,282,1
Greece,Developing,79.1,81,9.46,2124.921517,92,59.2,93,8.61,94,18477.57841,15.2,279,1
Greece,Developing,79,81,8.09,160.8897265,91,58.6,92,8.72,92,1411.31339,14.6,275,1
Greece,Developing,78.7,83,8.62,1403.022211,9,58,9,8.47,91,12538.17883,14.2,109,0
Greece,Developing,78.2,84,8.48,122.1823517,89,57.4,89,7.6,89,1242.95373,13.9,267,1
Grenada,Developing,73.5,143,8.42,789.2764615,97,47.4,81,6.1,97,8569.776998,15.8,275,1
Grenada,Developing,73.3,144,8.25,780.4459281,97,46.5,98,6.15,97,7955.615985,15.8,292,1
Grenada,Developing,73.1,146,8.07,865.9999782,97,45.6,98,6.36,97,7583.1872,15.8,292,1
Grenada,Developing,72.9,15,7.84,11.56715633,94,44.7,95,6.35,95,741.48438,15.8,284,1
Grenada,Developing,72.6,154,7.91,145.8401998,97,43.9,94,6.41,97,7365.666659,15.8,288,1
Grenada,Developing,72.4,158,8.42,146.4384488,99,43.1,99,6.24,99,7395.88125,15.6,297,1
Grenada,Developing,72.1,162,8.92,754.9597129,99,42.4,99,5.76,99,7946.944346,15.4,297,1
Grenada,Developing,71.9,164,9.06,95.19375921,96,41.8,96,5.88,96,7322.596862,15.3,288,1
Grenada,Developing,71.7,167,9.06,662.2663687,91,41.1,91,5.99,91,6764.722867,15.1,273,1
Grenada,Developing,71.5,169,8.8,119.5548694,99,4.5,99,5.5,99,6754.512393,14.9,297,1
Grenada,Developing,73,187,8.43,100.965873,83,39.9,84,5.24,83,5836.17763,14.8,250,0
Grenada,Developing,71.1,173,9.75,77.9454329,97,39.4,98,5.89,97,5773.73577,14.6,292,1
Grenada,Developing,79,176,10.71,513.3465408,98,38.8,98,6.67,98,5292.232379,14.4,294,1
Grenada,Developing,77,178,9.61,81.11355954,96,38.2,96,7.67,96,519.958715,14.3,288,1
Guatemala,Developing,71.7,187,1.88,657.5282797,73,49.9,65,6.2,73,3687.763767,10.7,211,0
Guatemala,Developing,71.4,189,1.93,582.1469583,85,49.3,84,6.3,85,3452.828934,10.7,254,1
Guatemala,Developing,71.3,189,2.02,484.7187892,96,48.6,94,6.33,96,3299.65139,10.6,286,1
Guatemala,Developing,71.1,193,2.16,457.7745845,88,47.9,88,6.28,88,3187.845296,10.5,264,1
Guatemala,Developing,77,196,2.14,443.3248254,94,47.2,94,6.64,94,2825.5247,10.5,282,1
Guatemala,Developing,76,198,2.14,445.4423371,92,46.5,92,6.79,92,2635.753474,10.4,276,1
Guatemala,Developing,79,19,2.21,472.2234994,95,45.9,96,6.65,95,2794.22189,10.4,286,1
Guatemala,Developing,75,192,2.4,380.9632429,85,45.2,85,6.86,85,2489.955836,10.1,255,1
Guatemala,Developing,69.7,24,2.38,352.0244894,89,44.5,9,7.7,89,2256.56724,9.8,187,0
Guatemala,Developing,69.2,28,2.35,41.50845637,87,43.8,87,6.79,87,277.83438,9.6,261,1
Guinea,Developing,58.1,299,0.01,50.57976483,51,22.7,42,5.64,51,561.997387,8.6,144,0
Guinea,Developing,58.8,284,0.01,5.140668848,63,22.2,63,5.49,63,54.169324,8.5,189,0
Guinea,Developing,58.4,288,0.01,4.344930862,62,21.7,63,5.39,62,52.3485646,8.5,187,0
Guinea,Developing,58.1,29,0.22,42.2547904,63,21.2,63,4.73,63,459.2912,8.4,189,0
Guinea,Developing,57.8,291,0.2,29.74734049,64,2.8,62,4.55,64,438.7513346,8.3,190,0
Guinea,Developing,57.3,297,0.18,24.84763562,57,2.3,6,3.85,57,436.6895539,8.1,120,0
Guinea,Developing,56.8,33,0.21,19.68510257,57,19.8,59,3.21,6,437.4467238,7.9,122,0
Guinea,Developing,56.4,36,0.19,1.399626733,57,19.4,46,3.8,63,49.456775,7.6,166,0
Guinea-Bissau,Developing,58.4,282,0.01,50.06053544,87,25.6,87,5.59,87,642.6256154,9.2,261,1
Guinea-Bissau,Developing,58.1,279,0.01,8.20063742,87,25,87,6.14,87,61.566347,9.1,261,1
Guinea-Bissau,Developing,57.6,285,0.01,0.948526366,87,24.3,87,5.96,87,67.7518833,9.1,261,1
Guinea-Bissau,Developing,57.1,289,3.57,40.45367358,86,23.7,85,5.46,86,692.69989,9,257,1
Guinea-Bissau,Developing,56.7,287,3.21,53.30782696,83,23.1,82,6.7,83,543.957418,8.9,248,0
Guinea-Bissau,Developing,56.3,288,2.55,47.12969266,8,22.5,78,6.81,8,544.222779,8.9,94,0
Guyana,Developing,66,217,7.64,4.141293345,98,45.9,97,5.25,98,43.82321,10.3,293,1
Guyana,Developing,65.9,218,7.56,345.9044258,98,45,98,5.1,98,3944.178173,10.3,294,1
Guyana,Developing,65.8,22,7.57,497.4719464,97,44.1,97,6.57,97,3785.935665,10.6,291,1
Guyana,Developing,65.6,229,7.56,536.2332523,93,43.2,93,6.8,93,3439.597513,10.3,279,1
Guyana,Developing,65.9,221,7.52,48.02859441,95,42.4,95,6.6,95,326.281212,10.2,285,1
Guyana,Developing,66.1,218,7.49,466.6693698,98,41.6,97,7.32,98,2716.35256,10.5,293,1
Guyana,Developing,66.3,218,7.32,493.3279293,93,4.9,93,7.46,93,2576.124957,10.7,279,1
Guyana,Developing,65.7,232,7.2,362.8702271,94,4.3,94,6.45,94,2327.58324,11.2,282,1
Guyana,Developing,65.2,24,7.04,170.6325842,93,39.6,92,4.67,93,1945.6395,11.7,278,1
Guyana,Developing,65,238,7.35,17.46405901,93,39,93,5.83,93,198.455216,11.4,279,1
Guyana,Developing,65.1,237,7.84,1.776181042,91,38.4,91,5.73,91,145.58861,11.2,273,1
Guyana,Developing,65.3,237,7.93,16.47949015,9,37.8,91,5.97,9,986.7958173,11.1,109,0
Guyana,Developing,65.3,244,7.73,10.9363388,91,37.1,93,5.84,91,96.8674827,11,275,1
Guyana,Developing,65.4,247,6.71,15.54978677,85,36.4,9,5.82,85,925.582546,10.9,179,0
Haiti,Developing,63.1,245,0.01,5.103249438,48,48.8,55,7.56,48,83.1148117,9.1,151,0
Haiti,Developing,62.7,253,5.68,4.989712322,68,47.7,67,8.1,68,81.265673,9.1,203,0
Honduras,Developing,74.5,149,2.87,345.3776344,97,5.2,97,8.72,97,2242.711912,11.4,291,1
Honduras,Developing,74.3,15,3.11,311.7553193,97,49.3,97,9.15,97,2136.77395,11.6,291,1
Honduras,Developing,74.1,151,3.11,363.5721644,97,48.4,97,9.78,97,2178.38325,11.6,291,1
Honduras,Developing,73.9,153,3.1,32.16407994,97,47.6,97,8.57,97,212.584798,11.7,291,1
Honduras,Developing,73.6,156,3.1,302.1057507,97,46.8,97,8.45,97,1932.85829,11.5,291,1
Honduras,Developing,73.4,157,3.08,286.1211446,97,45.9,97,8.84,97,1815.489496,11.3,291,1
Honduras,Developing,73.2,159,3.14,231.9112915,92,45.1,93,8.4,93,1751.595857,11.1,278,1
Honduras,Developing,73,16,3.16,222.4823338,93,44.3,94,7.89,94,1592.572182,10.9,281,1
Honduras,Developing,72.8,161,3.23,192.9297829,94,43.5,94,7.63,95,1437.628785,10.8,283,1
Honduras,Developing,72.5,163,3.23,203.7134882,97,42.8,98,7.81,98,1311.741714,10.6,293,1
Honduras,Developing,72.2,165,3.02,188.2499208,93,42,94,7.89,94,1217.657961,10.4,281,1
Honduras,Developing,71.9,166,3.04,194.4335736,91,41.2,92,8.29,92,1157.3427,10.3,275,1
Honduras,Developing,71.6,169,3.09,154.8636161,94,4.4,95,7.28,95,1132.8721,10.1,284,1
Honduras,Developing,71.3,171,2.74,15.36175284,95,39.6,99,6.88,96,113.4546,9.9,290,1
Honduras,Developing,71,174,2.61,28.80831098,93,38.8,88,6.63,94,188.783165,9.8,275,1
India,Developing,68,184,3.07,86.52153895,79,18.1,84,4.69,85,1573.11889,11.6,248,0
India,Developing,67.6,187,3.11,67.67230438,7,17.5,82,4.53,83,1452.195373,11.5,172,0
India,Developing,67.3,19,3.1,64.96964491,73,17,79,4.39,82,1446.98541,11.3,234,0
India,Developing,66.8,193,3,64.6059005,44,16.4,79,4.33,82,1461.671957,10.8,205,0
India,Developing,66.4,196,2.77,57.73359864,38,15.9,76,4.28,79,1345.77153,10.4,193,0
India,Developing,66,2,2.5,0.844186331,37,15.4,73,4.38,74,19.317765,10.5,184,0
India,Developing,65.5,23,1.93,43.03043312,29,14.9,69,4.34,7,991.484634,10.2,105,0
India,Developing,65.2,26,1.59,5.234770324,6,14.4,67,4.23,64,118.166373,9.9,137,0
India,Developing,64.8,28,1.37,34.85942671,6,13.9,66,4.25,65,792.259698,9.7,137,0
India,Developing,64.4,211,1.27,3.5096369,8,13.5,65,4.28,65,77.819,9.4,138,0
India,Developing,64,214,1.2,27.33800857,6,13,58,4.22,63,621.3183767,9.2,127,0
Indonesia,Developing,68.9,179,0.09,200.0684443,78,26.5,8,2.85,78,3491.595887,12.9,164,0
Indonesia,Developing,68.7,181,0.09,22.8478308,85,25.6,86,2.93,85,362.663981,12.9,256,1
Indonesia,Developing,68.5,183,0.08,254.4688257,83,24.7,84,2.9,83,3687.953996,12.6,250,0
Indonesia,Developing,68.3,185,0.08,211.8783404,81,23.8,81,2.71,81,3634.27685,12.3,243,0
Indonesia,Developing,68.1,187,0.08,190.5453646,83,22.9,82,2.74,81,3113.48635,12.1,246,0
Indonesia,Developing,67.9,189,0.08,125.7980678,82,22.1,85,2.83,78,2254.44566,11.7,245,0
Indonesia,Developing,67.7,189,0.07,10.26341108,82,21.3,83,2.81,77,216.52766,11.7,242,0
Indonesia,Developing,67.5,19,0.06,102.633435,76,2.5,77,3.1,73,1855.93915,11,226,0
Indonesia,Developing,67.3,191,0.06,72.0159316,66,19.7,78,2.91,72,1586.254,10.9,216,0
Indonesia,Developing,67.2,19,0.06,5.381782562,65,19,79,2.79,72,126.928834,11.1,216,0
Indonesia,Developing,65.3,213,0.06,55.36107207,64,18.2,79,2.37,71,1148.56996,11,214,0
Indonesia,Developing,66.9,189,0.05,8.460155758,64,17.5,8,2.53,71,164.59447,10.8,143,0
Indonesia,Developing,66.7,189,0.05,43.17867291,63,16.7,8,2.27,7,899.5556857,10.6,78,0
Indonesia,Developing,66.5,188,0.06,33.95837125,62,16,77,2.23,76,747.9817455,10.6,215,0
Indonesia,Developing,66.3,188,0.06,3.43334364,65,15.4,72,1.98,75,78.92744,10.7,212,0
Iraq,Developing,67.9,199,0.01,43.5240801,62,58.5,67,5.54,64,673.74737,10.1,193,0
Iraq,Developing,69.5,17,0.01,447.3695001,66,57.8,7,5.92,68,6925.22446,10.3,141,0
Iraq,Developing,76,147,0.01,429.6625083,61,57.2,7,5.26,69,6651.12242,10.5,137,0
Iraq,Developing,77,144,0.17,285.119726,77,56.5,8,3.32,79,5854.614497,10.4,164,0
Iraq,Developing,76,145,0.19,21.82252494,72,55.8,74,3.82,74,452.74948,10.4,220,0
Iraq,Developing,74,148,0.2,185.6366983,75,55.2,78,4.65,78,3735.144836,10.3,231,0
Iraq,Developing,69.3,167,0.17,192.1562998,66,54.5,71,3.93,69,4521.3247,10.3,206,0
Iraq,Developing,65.9,227,0.14,146.7606488,56,53.8,74,3.69,57,3129.224922,10.2,187,0
Iraq,Developing,64.7,249,0.03,75.25799773,59,53.2,63,3,59,2351.812429,10.2,181,0
Iraq,Developing,66.8,29,0.18,59.18845152,65,52.5,69,4.13,65,1849.63911,10.1,199,0
Iraq,Developing,67.2,21,0.32,44.12059646,62,51.9,69,5.61,74,1391.816923,9.8,205,0
Ireland,Developed,81.2,66,10.75,746.3670453,95,62.1,96,7.78,96,5553.32623,18.6,287,1
Ireland,Developed,81,67,10.49,703.5527332,95,61.3,96,8.1,96,5234.76736,18.6,287,1
Ireland,Developed,85,69,11.49,6616.695125,95,6.5,95,8.32,95,49231.36254,18.5,285,1
Ireland,Developed,84,7,11.72,6386.95437,95,59.7,95,8.15,95,52567.52568,18.5,285,1
Ireland,Developed,86,68,11.88,4509.234803,46,58.9,94,8.76,94,48538.58776,18.2,234,0
Israel,Developing,82.2,6,2.62,4348.33531,97,64.6,95,7.81,95,37582.84624,16,287,1
Israel,Developing,82.1,61,2.69,4279.895512,97,64.2,96,7.89,96,36393.66932,15.9,289,1
Israel,Developing,81.8,6,2.78,3830.184587,97,63.8,94,7.73,94,32569.59683,15.9,285,1
Israel,Developing,81.8,61,2.67,3793.161624,98,63.4,94,7.39,94,33657.15727,15.8,286,1
Israel,Developing,81.7,61,2.63,409.4109292,97,63,95,7.36,95,3661.994,15.7,287,1
